Review,Like
베를린 콜링을 만들어준걸 신에게 감사드린다  ,1
대단한 음악들...이걸 무슨말로 표현해야할지...죽었던것들이 살아나는느낌?  ,1
굿  ,1
베를린 힙스터들 이야기?  ,0
영화가 시대를 역행하듯 겁나 교훈적이다.  ,0
 평점이 왜이리 낮지... 마지막 장면에 피아노 협주곡을 연주하는 클라라와 그걸 바라보는 브람스의 눈빛이 잊히지가 않음..  ,1
음악을 사랑하는 감성이 풍부한 인간미 넘치는 예술 작품  ,1
클라라가 안나와서  별1개 깍음  ,1
슈만의음악이상대적으로덜나와서조금아쉬웠지만셋의러브스토리를잘알수있어서좋았음  ,1
"맞아요, 여기 나오는 음악들 다 주옥같아서 귀가 정화되는 느낌!!  ",1
이런건 사랑이 아니고 음악 들으러 봐야함  ,1
내가 생각했던 그들은 거기 없었다. 음악과 로맨스의 시너지 창출의 실패  ,1
인물들은 충분히 매력적인데 영화속에선 빛이 바랜다.  ,1
좋은영화  ,1
무겁고  비극이고  음악 좋아하면 좋고  ,1
"우리에게 조금은 낯선 헝가리, 60년대 공산주의 동구권이란 배경 그리고 록큰롤... 헐리우드와는 다른 감성이라 그런지 일상대화와 음악을 다루는 리듬에서 조금은 이질감이 느껴짐과 동시에 신선함도 느꼈졌음  ",1
우리학교는 아이 엠 뮤직으로 등록되있었넹ㅋㅋ 함 바야긋노  ,0
헝가리 박스 오피스에서 1위햇다길래 봣는데 1위할만하네요.. 개재밋음  ,1
캐나다의 자연과 OST 그리고 내용 다 좋았음!!  ,1
훈계하지 않고 공감을 이끌어 낸다  ,1
죽기전 하고 싶은 일들에 대해서 생각하게 되었다. 영화속에 보이는 캐나다의 절경에 입이 다물어지지 않는다. 좋은 영화다.  ,1
이제까지 보았던 힐링 로드무비 중에서 가장 좋았던 영화...담담함 속에서 보여주는 교훈...  ,1
정신적으로 지칠때마다 보게된다.. 편안해지는 걸 느낀다 최고의 영화라고 생각되진 않지만 파일에 다섯손가락에 꼽힐 정도의 영화파일만 유지하면서 삭제하지못하고 남겨놓게 되는 영화  ,1
감동적이다...ㅠㅠ  ,1
좋다 너무 좋은 내용  ,1
캐나다에서 만든 영화 처음 보는데 아름다움  ,1
타인의 시선에 살아가는 내가 아닌 자기 주체로서의 나를 찾아가는 과정이 인상깊었다. 인생은 나의 것이며 항상 스스로 삶의 가치를 찾아 흔들리지 않고 살아가는 것.. 초심을 다시 한번 생각해보는 계기였다.  ,1
"너무 감동이었습니다.나는 지금 무었을하려고 사나,아님누굴위해서사나...분명 누구나 다~자기나름데로멋지게 살고있다고들하지만,죽음이 눈앞에 다가왔을때 누구나  다~하는소리는 ""그래 이제껏 못해본것 해...""라고말을 한다.누구나 다~  ",1
"연기파 연기자들의 열연도 좋았고, 인도 맛살라의 인디풍 락도 너무 듣기 좋았다. 누구나 공감할만한 그리고 어디서든 나오는 갈등요소를 잘 섞어감동스럽게 전개되는게 너무 좋았다.  ",1
"헐 ebs에서 하길래 무심코 봤는데 빠져들어서 다 본,,정말 감동적인 영화네요. ost도 최고인듯  ",1
강추  ,1
좋은영화다다른수식어는필요없다...재미는없다...그러나감동과기대감동료애친구와의옛우정...등느낄께많은영화...다...간만에뇌가상쾌해지고미소가지어지는영화다...  ,1
강추영화에요~ 나이가 드니 어떤게 더 좋을지(옳은건지 말구) 더더 모르겠네요~ 어쩌면 나도 저럴지 모르겠네요 ㅋㅋㅋ 특히 인도음악을 접목시킨건 정말 우리나라에서도 배워야 할 점이 아닌가싶네요~  ,1
진짜 인도영화중 이런 대작이 있는지 몰랐내  ,1
정말 재미있게 봤네요 강추  ,1
정말 멋진 인도 음악영화 강력추천  ,1
반가운 발랑우드.  ,0
good~  ,1
개봉은 한건가요? ㅠ머지  ,1
하복부에서 감정의 전율을 척출 당한 듯  ,1
《thank you，master kim》是?棒 ！！  ,1
?漂亮~~~!~~!!!  ,1
잘 봤습니다. 다음 작품 기대하겠습니다.  ,1
우리가 잊고 지냈던 우리의 소리에 대해서 생각하게 하는 영화!  ,1
음악은 음악 그 이상이다!  ,1
"땡큐, 사이먼 와이즈 바커&김동원&김석출 어르신, 내게는 단연 올해의 영화임  ",1
말로는 설명할 수 없는 놀랍고 감동적인 영화  ,1
정말 좋은 영화예요. 우리 소리를 다시 찾아가는 기분이고요...아는 이에게 강추 중!!  ,1
가장 한국적인 것이 가장  세계적인 것이라는 말을 실감하게 해준 영화! 강추합니다~  ,1
내 심장이 두근거린다 ? 우리아이들은 음악도 공부도 로봇 처럼하고있다  아이들의 심장이 두근거리는 대한민국을 꿈꾼다  ,1
희망이 있는 곳은 언제나 밝다.  ,1
가장 낮은 곳에서 기적을 연주하다.  ,1
총과 주먹 대신 악기와 사랑을. 우리나라에서는 SBS송포유라는 끔찍한 방식으로 재현되었던.  ,1
와.....................멋지다 우리나라에도 이런혁신적인 사람이나타나길  ,1
정말 한 순간도 지루하네요^^ 보는 내내 눈을 뜰 수가 없었습니다. 그래서 저는 10점같은 1점 드리겠습니다.  ,0
영화를 눈요깃거리 및 재미를 위한 거로만 보는 사람들은 매우 지루해 할만한 영화  ,1
인생을 열심히 살아야겠다는 교훈을 주는 영화  ,1
다큐를 좋아하기 때문에 즐겁고 유쾌하게 보았다. 몇번이고 전율이 일어나는 영화이다  ,1
가슴을 울리는 음악과 감동. 연주장면의 감동은 최고입니다.  ,1
좋아하는 일만한다고 그렇게 어떻게살거냐고 쓴소리많이듣는1人. 모두 화이팅  ,1
멤버들이 즐거워하는 마음이 전해질 정도로 재미있어하니 나도 즐거워지지만 딱 거기까지다.  ,0
수정씨.. 결국 그 밴드에서 탈퇴하셨군여.-.-;;;  ,1
"눈물이 났다,  ",1
그냥 딱 좋아서 만든 영화 같다. 좋다고 다 성공하진 않지.. 열정과 용기에 박수를  ,0
좋아서 만든게 잘 만들어지란 법은 없다  ,0
밴드나 촬영팀이나 전혀 손병호를 못알아본 것 같다는 느낌을 지울 수가 없다 ㅠ_ㅠ  ,1
그저그랬다 밴드의 열정은 느껴졌으나 좀 지루한 구성...아쉽다  ,1
좋아서만든영화는 별루지만.. 좋아서 만든 밴드는♥  ,1
전문가평점은 무시하세요.  ,1
어쩌다 찾아서 봤는데 잼씀  ,1
궁금해요!  ,1
완전 대바깅에요.^^.  ,1
빵구난 양말 같은 삶. 자신의 위치를 깨닫게 하는 영화  ,1
빵구난 양말~ 노래 중독성있네  ,1
노래좋아요 빵꾸난양말~  ,1
난 그냥 들어봤는데 초딩4라서 뭔말인지 모르겟뜸  ,0
포스트 모더니즘이 느껴지는 영화. 왜 라고 묻지말기.  ,1
왠지모르게공감이되네요...별10개주고가요^_^  ,1
빵꾸난 양말~~~~~~음악공부를 하고 있는데 힘이되네요  ,1
ㅎㅎ연출도 멋지고 음악도 멋집니다 재밋게 잘 보았습니다 ㅎㅎ  ,1
평점 낮게 준 사람들은 작품성에 있어 뭐가 불만인지 난 잘 모르겠다.  ,1
ㅋㅋ 먼가 노래가 귓가에 남는다는 뮤지컬 같은 애니!  ,1
생명존중과 관련된 동영상이 없을까 검색을 하다 우연히 보게되었는데 내용도 음악도 섬세한 동작 하나하나가 너무 좋았습니다. 그래서 아이들 생명존중 동영상 자료로 쓰고 싶었는데 동영상이 삭제 되었네요.  기회가 되면 아이들에게 보여주고 싶습니다.  ,1
"6분,무언가를하려고하기에는짧지만무명의발레리나를보고남은감동의시간은오래가네요  ",1
따듯한 느낌 잘 받아 갑니다.. 감사합니다 ^^  ,1
"아, 괜찮네요.  ",1
감동  ,1
눈물이 ㅠ.ㅠ ....  ,1
ㅜㅜ감동  ,1
감동이었습니다..  ,1
감동적인 작품이었어요^^  ,1
짧지만 감동이 오네요.  ,1
꿈꾸는미래에서느낄즐거움을상상하게해주네요.멋있어요..색과캐릭터모두좋습니다ㅠㅠ  ,1
너무.. 잼있다...  ,1
그림체도 내용도 모두 너무 예쁘네요~^^*  ,1
귀여워~~~요. 이뻐~~~요.ㅋ  ,1
감동은 있었지만 오디오가 아쉬웠고 지겨운 감이 있었음  ,1
정말 아기자기해요~~  ,1
너무이쁘네요 //ㅅ//  ,1
굳-  ,1
노래도 사랑스럽고 케릭터도 귀엽고 정말 좋네요 특히 소녀가 부르는 모습도 이쁘구요  ,1
good!  ,1
잔잔한 파도가 계속 밀려오니 버틸 수가 없이 슬퍼요.  ,1
말하지 않아도 슬프다  ,1
짱  ,1
짱이에요!!! 잘생겼어요!!!감독님이..ㅋㅋㅋㅋ  ,1
기타선율에서 오는 감정전달. 효과적인 욕한마디.  ,1
주인공의 대사는 딱 하나더군요 욕 한마디. 인상 깊었습니다.  ,1
"빨간 글씨의 오프닝 타이틀, 그리고 기타치는 벙어리 성훈.  ",1
영상 안에서 음악이 퍼져나가 보는이를 빠져들게한다.  ,1
"내용은 한번에 이해가 가지않지만 미술디자인,음악이 좋네요사물놀이와 재즈가 생각보다 잘어울려요 ㅎㅎ  ",1
슬프네여..  ,1
이게 왠지 재미있을 것 같은데  ,0
아직 잘몰라요;;;하지만;;;;;언제가 개봉해서 볼 수있겟죠;;;  ,1
데이빗!!!! 이 영화에 너무 과분한 존재.  ,1
실화하는것이 너무 놀랍다..  ,1
무엇보다 벤의 스레이케오를 향한 희생적 사랑이 맘아프면서도 따뜻하게 느껴졌다.  ,1
시사회 보고옴 보는내내 거북함 여자가소리지르는 노래 나오는때 완전짜증 무슨 공포영화보는줄  ,0
아름다운 호구짓  ,1
물론 처음 사랑에빠지는 전개가 너무빠르긴했지만 런타임을고려해서 지루해지지않으려면 어쩔수 없을수도있다고생각했다 런타임 내내 중요한 중요한전개들이었고 흥미로웠다   무엇보다 맬로에선 여배우의 여신미모가 큰몫을차지한다는것을 느꼈다  ,1
누군가생각치못한사랑을느낄수있는영화... 처음본독일영화에매력을느낌  ,1
소재는좋은데로맨스에공감이안되는게억지스런전개의영화  ,1
"아름다운 로맨스라기엔 어딘가 불편하지만 그와 별개로 영화는 참 재미있다, 캄보디아와 태국의 모습을 보여줄 땐 다큐의 느낌도 좀 나고 여주인공이 태국의 국민여동생 이라던데 정말 매력있다  ",1
사랑과 열정에 국경이 '있음'을 문화적 차이로 리얼하게 보여준 사랑가득한 영화.  ,1
왜 로카르노 수상작인지... ㅡㅡ;;;  ,1
"줄거리를 피프에서 배껴온듯한데 본 영화정보완 다르네요, 아무튼 재밌게봤습니다  ",1
망한다에 200만표 건다  ,0
찍기귀찮으셨나? 무슨다 롱테이크야.. 대사는많고  ,0
